OBJECTID,CATEGORY,SUBCATEGORY,FEATURE_TYPE,SURFACE_MATERIAL,WIDTH,GRADE,SOURCE,SOURCE_DATE,WALKABILITYID,SHAPE.LEN
7577,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2016-04-19,7577,38.859939813515
7578,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7578,16.0192114287814
7579,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,7579,215.262227502884
7580,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7580,14.3400136262139
7581,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,7581,189.934704154963
7582,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7582,14.3602488519524
7583,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7583,15.8167352353552
7584,TRAIL,MULTI-USE PATHWAY,SURFACE,TO INPUT,4.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7584,10.9872111420506
7585,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7585,13.5125218168186
7586,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7586,215.691260109653
7587,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7587,16.8550175034024
7588,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7588,43.3476902249705
7589,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7589,80.0481655543086
7590,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,2,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7590,193.40895739135
7591,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7591,15.915238083359
7592,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7592,24.6056836218789
7593,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7593,17.9422068765244
7594,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7594,21.3104676100737
7595,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7595,19.4595179261975
7596,SIDEWALK,NA,,ASPHALT,1.5,N,ORTHO 2012,2012-04-01,7596,48.0827910222948
7597,SIDEWALK,NA,,CONCRETE,1.5,N,PLAN AND PROFILE,2006-02-01,7597,65.4544958351984
7598,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7598,18.5955809207457
7599,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7599,12.9975554532381
7600,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7600,17.7047686163926
7601,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7601,4.61470348559905
7602,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7602,80.251060560344
7603,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7603,152.943024738626
7604,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7604,67.1151488512257
7605,TRAIL,DRIVEWAY CONNECTION,SURFACE,GRAVEL,0,FLAT,ORTHO 2014,2014-05-15,7605,33.6691038693122
7606,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7606,19.3266311852325
7607,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7607,252.936952877076
7608,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7608,16.573878648343
7609,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7609,85.1531347636715
7610,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7610,17.1100718438001
7611,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,7611,123.62686908361
7612,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7612,132.324777610988
7613,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7613,18.947640219563
7614,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7614,105.536619927321
7615,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7615,213.041292670698
7616,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7616,14.970726801662
7617,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,STEEP,2015 TRAIL INVENTORY PROJECT,2015-10-01,7617,3.31826697690225
7618,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7618,12.8003714184394
7619,LINK,PED AND BIKE LINK,,CONCRETE,1.5,N,,2016-04-19,7619,9.65113394632983
7620,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7620,14.2664077416146
7621,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,1.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7621,143.810471626564
7622,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7622,27.7691779484017
7623,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7623,252.62745226886
7624,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7624,15.7838101895582
7625,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7625,83.1132416102873
7626,SIDEWALK,NA,,CONCRETE,1.5,N,SIDEWALK PRIORITY PROJECT,2005-10-01,7626,162.993273534776
7627,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7627,9.53570377318843
7628,TRAIL,CONNECTING PATHWAY,SURFACE,CONCRETE,1.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7628,38.2409309366286
7629,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7629,70.3877689971773
7630,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7630,77.8068719043849
7631,TRAIL,CONNECTING PATHWAY,SURFACE,CONCRETE,1.5,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7631,27.7383652081373
7632,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7632,27.7513587534016
7633,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7633,188.100312565548
7634,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2009,2016-04-19,7634,269.884120301781
7635,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7635,79.5139272078045
7636,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,7636,7.86602355005374
7637,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,7637,17.0371724499695
7638,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7638,120.880338267797
7639,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,7639,83.2778574259088
7640,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7640,14.9388202763806
7641,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7641,79.8853810960239
7642,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,7642,40.4214632457458
7643,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2012,2012-04-01,7643,14.2052995382005
7644,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7644,15.4219203642089
7645,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7645,121.818200076266
7646,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7646,24.6444317138781
7647,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7647,19.2933806705823
7648,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7648,17.8390775557482
7649,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7649,12.8893550470922
7650,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7650,18.6279038340335
7651,TRAIL,MULTI-USE PATHWAY,BOARDWALK,WOOD,2.6,MODERATE,TO INPUT,2014-05-15,7651,56.7748823015953
7652,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7652,20.0920046050662
7653,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7653,73.3766850307371
7654,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7654,76.8770007628822
7655,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7655,4.04734281720736
7656,TRAIL,MULTI-USE PATHWAY,SURFACE,GRAVEL,7,MODERATE,2015 TRAIL INVENTORY PROJECT,2010-09-01,7656,76.7508079131538
7657,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7657,16.8596087736341
7658,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,3,MODERATE,2015 TRAIL INVENTORY PROJECT,2014-05-15,7658,4.51996762156545
7659,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7659,3.98111769858667
7660,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7660,84.4474893188661
7661,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7661,38.2690356862602
7662,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,4.5,TO INPUT,ORTHO 2014,2014-04-15,7662,22.6141074820564
7663,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7663,259.694837722172
7664,TRAIL,MULTI-USE PATHWAY,SURFACE,COBBLESTONE,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7664,14.1865031702672
7665,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7665,195.168790318988
7666,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7666,79.8284866839526
7667,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7667,58.6451814439291
7668,TRAIL,CONNECTING PATHWAY,SURFACE,STONEDUST,2,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7668,24.8989456663158
7669,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,7669,188.918645751607
7670,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2016-04-19,7670,114.239357579792
7671,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7671,114.24498752447
7672,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2016-04-19,7672,75.8683667506386
7673,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7673,13.5337536068158
7674,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7674,33.3516193076138
7675,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7675,158.497581788958
7676,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7676,12.6220262398713
7677,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,2,STEEP,2015 TRAIL INVENTORY PROJECT,2015-10-01,7677,63.1856306906741
7678,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7678,25.1293020690985
7679,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7679,16.4728981208529
7680,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7680,198.488112538505
7681,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7681,86.608353974574
7682,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7682,75.9161311254071
7683,SIDEWALK,NA,,CONCRETE,1.5,N,ENGINEERING PLAN,2016-04-19,7683,70.8392206250182
7684,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,7684,19.1892585799973
7685,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,MODERATE,TO INPUT,2010-09-01,7685,15.3629188681304
7686,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7686,82.1667801964395
7687,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7687,9.98090738660569
7688,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7688,24.7279422469804
7689,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7689,280.955107368833
7690,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7690,276.179269965192
7691,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,2.25,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7691,131.592065296544
7692,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7692,16.0243751531846
7693,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7693,18.1562564533551
7694,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7694,17.3313677532963
7695,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7695,191.877765672762
7696,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7696,18.0945326549209
7697,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7697,3.95248210748638
7698,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,7698,8.09773347672051
7699,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7699,136.060650993
7700,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,TO INPUT,TO INPUT,2014-05-15,7700,45.1914652665008
7701,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,3,TO INPUT,ORTHO 2014,2014-05-15,7701,3.11433547486458
7702,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7702,73.8234513361958
7703,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7703,13.3174576271149
7704,SIDEWALK,NA,,CONCRETE,3,N,ORTHO 2014,2014-05-15,7704,36.7514165986836
7705,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7705,16.7596967970784
7706,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7706,11.6810355743829
7707,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7707,16.312428609499
7708,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7708,83.9447094664918
7709,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7709,206.857313516211
7710,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7710,14.5452031749302
7711,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7711,19.5144758804842
7712,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7712,88.1432350914635
7713,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7713,16.9538762087022
7714,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7714,278.836438207132
7715,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7715,14.1020934119726
7716,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7716,19.162022382828
7717,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7717,17.3150922203724
7718,TRAIL,MULTI-USE PATHWAY,SURFACE,CONCRETE,1.5,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,7718,50.763417597518
7719,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,,2016-04-19,7719,7.80708179859799
7720,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7720,17.8123706914605
7721,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7721,152.71390849699
7722,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7722,20.7166668711451
7723,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7723,246.61662684536
7724,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7724,89.543588145654
7725,TRAIL,DRIVEWAY CONNECTION,SURFACE,ASPHALT,0,TO INPUT,ORIGINAL LAYER,2009-04-15,7725,272.498841533116
7726,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7726,145.30157114165
7727,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7727,124.743827830497
7728,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7728,15.8234489066069
7729,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7729,60.3923169750629
7730,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7730,32.482562427247
7731,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7731,3.58634545603181
7732,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7732,20.8522910734049
7733,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,7733,9.62465172876401
7734,SIDEWALK,NA,,CONCRETE,2,N,ORTHO 2003,2003-04-01,7734,140.152912822429
7735,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,MODERATE,2015 TRAIL INVENTORY PROJECT,2015-10-01,7735,45.2626240564257
7736,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,7736,17.9077796189254
7737,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7737,398.112118059875
7738,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7738,61.7255030232245
7739,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7739,19.2223726173436
7740,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7740,15.6498617645652
7741,SIDEWALK,NA,,CONCRETE,2,N,ORTHO 2003,2003-04-01,7741,125.373951701226
7742,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7742,70.4484345074384
7743,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7743,16.9507037665107
7744,SIDEWALK,NA,,CONCRETE,3,N,ORTHO 2003,2003-04-01,7744,140.948076353084
7745,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,2,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7745,55.8598986177928
7746,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7746,321.699380622372
7747,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7747,15.9213241424826
7748,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,7748,21.9570744667863
7749,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7749,13.9910086391225
7750,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7750,19.5465023618038
7751,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,3,MODERATE,ORTHO 2014,2014-05-15,7751,3.96254324518989
7752,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7752,83.0580899231138
7753,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7753,22.0860993047663
7754,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7754,98.0794882510385
7755,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7755,224.132110994855
7756,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7756,10.2226873736802
7757,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2006,2006-04-01,7757,92.0994261266052
7758,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7758,35.5362023976958
7759,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,3.5,TO INPUT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7759,5.09948008722458
7760,TRAIL,MULTI-USE PATHWAY,BOARDWALK,WOOD,2.6,FLAT,TO INPUT,2014-05-15,7760,147.257119004821
7761,LINK,PED AND BIKE LINK,,NA - VIRTUAL LINK,1.5,N,,2016-04-19,7761,20.0018837477874
7762,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7762,78.1634724407763
7763,TRAIL,CONNECTING PATHWAY,SURFACE,ASPHALT,2,FLAT,2015 TRAIL INVENTORY PROJECT,2014-05-15,7763,5.46716015221797
7764,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7764,268.485547731701
7765,SIDEWALK,NA,,ASPHALT,1.5,N,ORTHO 2003,2003-04-01,7765,154.469910618109
7766,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7766,20.4554756649656
7767,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7767,308.053809387777
7768,LINK,PED LINK,,,,,ORTHO 2014,2014-05-15,7768,9.2951304267342
7769,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7769,77.9845703472859
7770,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7770,22.4162382725113
7771,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7771,18.9392257888225
7772,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7772,11.0521590506109
7773,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7773,17.7519453539605
7774,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7774,22.1908462301463
7775,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7775,155.050927479496
7776,SIDEWALK,NA,,CONCRETE,1.5,N,PLAN AND PROFILE,2006-02-01,7776,73.7006501046633
7777,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7777,156.028662610049
7778,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7778,7.92352536185756
7779,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2006-03-22,7779,66.6415133349838
7780,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7780,68.7645265391731
7781,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7781,255.300181989957
7782,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,2.25,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7782,227.032820599217
7783,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7783,16.1910165144132
7784,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2000,2000-04-01,7784,118.13995412986
7785,TRAIL,MULTI-USE PATHWAY,SURFACE,TO INPUT,2,FLAT,2015 TRAIL INVENTORY PROJECT,2015-10-01,7785,8.12760265084361
7786,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7786,21.9732480739649
7787,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,7787,44.031592289287
7788,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7788,10.0583083811345
7789,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7789,45.5240023346475
7790,TRAIL,MULTI-USE PATHWAY,SURFACE,ASPHALT,5,FLAT,2015 TRAIL INVENTORY PROJECT,2010-09-01,7790,14.9806127327957
7791,TRAIL,MULTI-USE PATHWAY,SURFACE,GRAVEL,3,FLAT,,2016-04-19,7791,3.78092338457155
7792,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7792,166.042424532772
7793,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7793,32.2473910029943
7794,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7794,174.535998249358
7795,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7795,22.2613720765365
7796,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7796,22.7844104503496
7797,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7797,17.8683607253156
7798,SIDEWALK,NA,,CONCRETE,1.5,N,GENERAL PLAN,2016-04-19,7798,44.0369697269905
7799,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7799,139.271782233167
7800,TRAIL,MULTI-USE PATHWAY,SURFACE,STONEDUST,3,EXTREME,TO INPUT,2010-09-01,7800,239.199454004408
7801,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7801,14.2059132603293
7802,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7802,111.360718486554
7803,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2012,2012-04-01,7803,16.9020958537691
7804,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2003,2003-04-01,7804,47.1179389636843
7805,SIDEWALK,NA,,CONCRETE,1.5,N,ORTHO 2014,2014-05-15,7805,21.1782108434589
7806,LINK,PED LINK,,NA - VIRTUAL LINK,1.5,N,ORTHO 2014,2014-05-15,7806,14.5043293347193
7807,SIDEWALK,NA,,CONCRETE,1.5,N,,2016-04-19,7807,141.256654720935
