OBJECTID,PATH_TYPE,STATUS,SURFACE,LENGTH_M
704,Pedestrian Crossing,Active,,10.668973
705,Virtual Link,Active,,13.361562
706,Virtual Link,Active,,24.606948
707,Virtual Link,Active,,12.683097
708,Pedestrian Crossing,Active,,16.859205
709,Virtual Link,Active,,13.360783
710,Virtual Link,Active,,12.350215
711,Pedestrian Crossing,Active,,13.84774
712,Virtual Link,Active,,13.966278
713,Pedestrian Crossing,Active,,23.16371
714,Pedestrian Crossing,Active,,9.102167
715,Virtual Link,Active,,11.533546
716,Virtual Link,Active,,11.91676
717,Pedestrian Crossing,Active,,10.715978
718,Pedestrian Crossing,Active,,11.035451
719,Pedestrian Crossing,Active,,21.192086
720,Pedestrian Crossing,Active,,28.416404
721,Pedestrian Crossing,Active,,5.928782
722,Pedestrian Crossing,Active,,7.347911
723,Pedestrian Crossing,Active,,9.903337
724,Pedestrian Crossing,Active,,17.649787
725,Pedestrian Crossing,Active,,12.318239
726,Pedestrian Crossing,Active,,24.531263
727,Pedestrian Crossing,Active,,11.841662
728,Pedestrian Crossing,Active,,8.435106
729,Pedestrian Crossing,Active,,12.509652
730,Pedestrian Crossing,Active,,9.672475
731,Virtual Link,Active,,15.217573
732,Virtual Link,Active,,10.779177
733,Pedestrian Crossing,Active,,8.433148
734,Pedestrian Crossing,Active,,9.589988
735,Pedestrian Crossing,Active,,10.751749
736,Pedestrian Crossing,Active,,14.257766
737,Pedestrian Crossing,Active,,30.414901
738,Pedestrian Crossing,Active,,28.953072
739,Pedestrian Crossing,Active,,22.492538
740,Pedestrian Crossing,Active,,28.67317
741,Pedestrian Crossing,Active,,24.364243
742,Pedestrian Crossing,Active,,16.325842
743,Pedestrian Crossing,Active,,21.656012
744,Pedestrian Crossing,Active,,14.269096
745,Virtual Link,Active,,10.214447
746,Pedestrian Crossing,Active,,15.564035
747,Pedestrian Crossing,Active,,22.498475
748,Pedestrian Crossing,Active,,20.491946
749,Pedestrian Crossing,Active,,18.210224
750,Pedestrian Crossing,Active,,13.91091
751,Virtual Link,Active,,13.334488
752,Virtual Link,Active,,12.311015
753,Virtual Link,Active,,14.568333
754,Pedestrian Crossing,Active,,11.907151
755,Pedestrian Crossing,Active,,11.681763
756,Pedestrian Crossing,Active,,12.905359
757,Pedestrian Crossing,Active,,13.436527
758,Pedestrian Crossing,Active,,26.354079
759,Pedestrian Crossing,Active,,29.270383
760,Pedestrian Crossing,Active,,24.598134
761,Pedestrian Crossing,Active,,27.603954
762,Virtual Link,Active,,12.692818
763,Pedestrian Crossing,Active,,23.478072
764,Pedestrian Crossing,Active,,30.353303
765,Pedestrian Crossing,Active,,22.966343
766,Pedestrian Crossing,Active,,20.642724
767,Pedestrian Crossing,Active,,25.062544
768,Pedestrian Crossing,Active,,19.839874
769,Pedestrian Crossing,Active,,25.512071
770,Pedestrian Crossing,Active,,25.07793
771,Pedestrian Crossing,Active,,25.345296
772,Pedestrian Crossing,Active,,27.772008
773,Pedestrian Crossing,Active,,29.734901
774,Pedestrian Crossing,Active,,29.282728
775,Pedestrian Crossing,Active,,33.644292
776,Pedestrian Crossing,Active,,12.418624
777,Virtual Link,Active,,12.71323
778,Pedestrian Crossing,Active,,12.228077
779,Virtual Link,Active,,13.160539
780,Pedestrian Crossing,Active,,11.457968
781,Pedestrian Crossing,Active,,11.693887
782,Virtual Link,Active,,10.445342
783,Virtual Link,Active,,11.85304
784,Pedestrian Crossing,Active,,11.094299
785,Pedestrian Crossing,Active,,14.748133
786,Virtual Link,Active,,19.258047
787,Pedestrian Crossing,Active,,11.168166
788,Virtual Link,Active,,9.570925
789,Pedestrian Crossing,Active,,16.169829
790,Pedestrian Crossing,Active,,11.940556
791,Pedestrian Crossing,Active,,5.058094
792,Pedestrian Crossing,Active,,6.832385
793,Pedestrian Crossing,Active,,18.746364
794,Pedestrian Crossing,Active,,30.253994
795,Pedestrian Crossing,Active,,13.306444
796,Pedestrian Crossing,Active,,25.547594
797,Pedestrian Crossing,Active,,11.931292
798,Pedestrian Crossing,Active,,26.989128
799,Pedestrian Crossing,Active,,15.292518
800,Virtual Link,Active,,43.182376
801,Virtual Link,Active,,39.955615
802,Virtual Link,Active,,34.970927
803,Virtual Link,Active,,28.547063
804,Pedestrian Crossing,Active,,10.539126
805,Pedestrian Crossing,Active,,6.339502
806,Virtual Link,Active,,9.431298
807,Virtual Link,Active,,11.173601
808,Virtual Link,Active,,16.217549
809,Pedestrian Crossing,Active,,9.070664
810,Pedestrian Crossing,Active,,19.062733
811,Virtual Link,Active,,6.907828
812,Virtual Link,Active,,10.81965
813,Virtual Link,Active,,6.418387
814,Virtual Link,Active,,5.107257
815,Virtual Link,Active,,6.287984
816,Pedestrian Crossing,Active,,22.099364
817,Pedestrian Crossing,Active,,22.4004
818,Virtual Link,Active,,7.891326
819,Pedestrian Crossing,Active,,7.362116
820,Pedestrian Crossing,Active,,10.772656
821,Pedestrian Crossing,Active,,25.548401
822,Pedestrian Crossing,Active,,33.903402
823,Pedestrian Crossing,Active,,22.905871
824,Pedestrian Crossing,Active,,36.080153
825,Virtual Link,Active,,13.133832
826,Virtual Link,Active,,18.564514
827,Virtual Link,Active,,11.2235
828,Pedestrian Crossing,Active,,28.59408
829,Pedestrian Crossing,Active,,29.282309
830,Pedestrian Crossing,Active,,31.693638
831,Pedestrian Crossing,Active,,34.024744
832,Pedestrian Crossing,Active,,24.561504
833,Virtual Link,Active,,7.713593
834,Virtual Link,Active,,10.589833
835,Pedestrian Crossing,Active,,23.561343
836,Virtual Link,Active,,7.342443
837,Pedestrian Crossing,Active,,17.185264
838,Virtual Link,Active,,18.900249
839,Virtual Link,Active,,15.966877
840,Pedestrian Crossing,Active,,5.644993
841,Virtual Link,Active,,15.355013
842,Virtual Link,Active,,15.870885
843,Virtual Link,Active,,16.390358
844,Virtual Link,Active,,15.905765
845,Virtual Link,Active,,19.338536
846,Virtual Link,Active,,14.522037
847,Virtual Link,Active,,11.791705
848,Virtual Link,Active,,15.688796
849,Pedestrian Crossing,Active,,35.514494
850,Pedestrian Crossing,Active,,31.688751
851,Pedestrian Crossing,Active,,27.60192
852,Pedestrian Crossing,Active,,7.06494
853,Pedestrian Crossing,Active,,12.620561
854,Virtual Link,Active,,13.55827
855,Pedestrian Crossing,Active,,14.606804
856,Virtual Link,Active,,13.104343
857,Pedestrian Crossing,Active,,12.818412
858,Pedestrian Crossing,Active,,14.247384
859,Pedestrian Crossing,Active,,12.736337
860,Pedestrian Crossing,Active,,10.903941
861,Pedestrian Crossing,Active,,14.231619
862,Pedestrian Crossing,Active,,11.836272
863,Pedestrian Crossing,Active,,15.327799
864,Pedestrian Crossing,Active,,17.722414
865,Pedestrian Crossing,Active,,11.388461
866,Pedestrian Crossing,Active,,10.565417
867,Virtual Link,Active,,16.784404
868,Pedestrian Crossing,Active,,21.808572
869,Pedestrian Crossing,Active,,22.360834
870,Pedestrian Crossing,Active,,11.952082
871,Pedestrian Crossing,Active,,28.804594
872,Pedestrian Crossing,Active,,24.820042
873,Pedestrian Crossing,Active,,24.42546
874,Virtual Link,Active,,17.133158
875,Virtual Link,Active,,14.269525
876,Virtual Link,Active,,11.292596
877,Virtual Link,Active,,8.717433
878,Pedestrian Crossing,Active,,12.555199
879,Virtual Link,Active,,11.787224
880,Pedestrian Crossing,Active,,12.017052
881,Virtual Link,Active,,20.029775
882,Virtual Link,Active,,11.960034
883,Pedestrian Crossing,Active,,11.283759
884,Pedestrian Crossing,Active,,13.802427
885,Pedestrian Crossing,Active,,10.365442
886,Pedestrian Crossing,Active,,18.632218
887,Pedestrian Crossing,Active,,23.143749
888,Pedestrian Crossing,Active,,11.326627
889,Pedestrian Crossing,Active,,8.451911
890,Pedestrian Crossing,Active,,14.355134
891,Pedestrian Crossing,Active,,11.283042
892,Pedestrian Crossing,Active,,12.307604
893,Pedestrian Crossing,Active,,9.071878
894,Pedestrian Crossing,Active,,11.91819
895,Pedestrian Crossing,Active,,12.746977
896,Pedestrian Crossing,Active,,12.260107
897,Pedestrian Crossing,Active,,13.157771
898,Virtual Link,Active,,16.973448
899,Virtual Link,Active,,12.550179
900,Pedestrian Crossing,Active,,11.664748
901,Pedestrian Crossing,Active,,11.542683
902,Pedestrian Crossing,Active,,27.912344
903,Pedestrian Crossing,Active,,26.65533
904,Pedestrian Crossing,Active,,26.865221
905,Pedestrian Crossing,Active,,27.589995
906,Pedestrian Crossing,Active,,31.477834
907,Pedestrian Crossing,Active,,27.016124
908,Pedestrian Crossing,Active,,16.734618
909,Pedestrian Crossing,Active,,10.721112
910,Pedestrian Crossing,Active,,6.566204
911,Pedestrian Crossing,Active,,15.016616
912,Pedestrian Crossing,Active,,23.569961
913,Pedestrian Crossing,Active,,11.299325
914,Pedestrian Crossing,Active,,11.120722
915,Pedestrian Crossing,Active,,14.90401
916,Pedestrian Crossing,Active,,9.541623
917,Virtual Link,Active,,6.090314
918,Virtual Link,Active,,7.432908
919,Pedestrian Crossing,Active,,17.908212
920,Pedestrian Crossing,Active,,13.609003
921,Pedestrian Crossing,Active,,15.906647
922,Pedestrian Crossing,Active,,13.236858
923,Pedestrian Crossing,Active,,13.524219
924,Pedestrian Crossing,Active,,12.370688
925,Virtual Link,Active,,14.725173
926,Pedestrian Crossing,Active,,13.043983
927,Virtual Link,Active,,22.375271
928,Pedestrian Crossing,Active,,14.065201
929,Pedestrian Crossing,Active,,11.651
930,Pedestrian Crossing,Active,,25.616908
931,Pedestrian Crossing,Active,,14.784967
932,Pedestrian Crossing,Active,,15.071339
933,Pedestrian Crossing,Active,,15.171044
934,Pedestrian Crossing,Active,,18.861855
935,Pedestrian Crossing,Active,,20.820402
936,Pedestrian Crossing,Active,,14.427888
937,Pedestrian Crossing,Active,,13.31823
938,Pedestrian Crossing,Active,,12.265718
939,Pedestrian Crossing,Active,,13.645669
940,Pedestrian Crossing,Active,,14.619574
941,Pedestrian Crossing,Active,,16.367364
942,Pedestrian Crossing,Active,,12.552553
943,Pedestrian Crossing,Active,,17.160569
944,Pedestrian Crossing,Active,,12.5776
945,Pedestrian Crossing,Active,,13.779154
946,Pedestrian Crossing,Active,,13.69274
947,Pedestrian Crossing,Active,,13.337211
948,Pedestrian Crossing,Active,,12.329115
949,Pedestrian Crossing,Active,,13.779859
950,Pedestrian Crossing,Active,,13.886641
951,Pedestrian Crossing,Active,,14.466627
952,Pedestrian Crossing,Active,,17.937972
953,Pedestrian Crossing,Active,,13.704488
954,Pedestrian Crossing,Active,,13.779531
955,Pedestrian Crossing,Active,,12.754988
956,Pedestrian Crossing,Active,,13.637206
957,Pedestrian Crossing,Active,,13.817496
958,Virtual Link,Active,,9.646232
959,Virtual Link,Active,,12.872878
960,Virtual Link,Active,,8.615803
961,Pedestrian Crossing,Active,,11.280579
962,Pedestrian Crossing,Active,,18.966764
963,Pedestrian Crossing,Active,,13.155251
964,Pedestrian Crossing,Active,,14.078476
965,Virtual Link,Active,,8.296421
966,Pedestrian Crossing,Active,,13.90067
967,Virtual Link,Active,,10.626446
968,Virtual Link,Active,,17.912812
969,Pedestrian Crossing,Active,,26.389393
970,Pedestrian Crossing,Active,,14.377129
971,Pedestrian Crossing,Active,,15.192779
972,Pedestrian Crossing,Active,,13.3615
973,Pedestrian Crossing,Active,,13.658845
974,Pedestrian Crossing,Active,,13.393988
975,Pedestrian Crossing,Active,,16.124659
976,Virtual Link,Active,,16.657058
977,Virtual Link,Active,,11.462034
978,Virtual Link,Active,,33.642467
979,Virtual Link,Active,,32.363821
980,Virtual Link,Active,,33.891844
981,Virtual Link,Active,,9.330366
982,Pedestrian Crossing,Active,,13.257068
983,Pedestrian Crossing,Active,,13.830566
984,Virtual Link,Active,,17.123681
985,Virtual Link,Active,,17.570643
986,Virtual Link,Active,,12.359371
987,Pedestrian Crossing,Active,,14.614616
988,Pedestrian Crossing,Active,,15.342697
989,Pedestrian Crossing,Active,,13.424046
990,Pedestrian Crossing,Active,,14.476075
991,Pedestrian Crossing,Active,,14.350476
992,Pedestrian Crossing,Active,,16.191448
993,Pedestrian Crossing,Active,,17.288558
994,Virtual Link,Active,,11.148894
995,Virtual Link,Active,,9.581477
996,Virtual Link,Active,,11.870337
997,Virtual Link,Active,,10.870374
998,Pedestrian Crossing,Active,,20.647084
999,Virtual Link,Active,,7.49607
1000,Virtual Link,Active,,12.517002
2001,Pedestrian Crossing,Active,,10.292491
2002,Virtual Link,Active,,24.645624
2003,Pedestrian Crossing,Active,,25.804263
2004,Pedestrian Crossing,Active,,24.374161
2005,Virtual Link,Active,,47.510127
2006,Virtual Link,Active,,13.158859
2007,Virtual Link,Active,,14.221181
2008,Pedestrian Crossing,Active,,11.005569
2009,Pedestrian Crossing,Active,,11.689755
2010,Virtual Link,Active,,25.301526
2011,Pedestrian Crossing,Active,,12.216067
2012,Pedestrian Crossing,Active,,11.678859
2013,Pedestrian Crossing,Active,,11.695951
2014,Pedestrian Crossing,Active,,14.066754
2015,Pedestrian Crossing,Active,,15.779682
2016,Virtual Link,Active,,13.145684
2017,Virtual Link,Active,,13.557476
2018,Pedestrian Crossing,Active,,18.492628
2019,Pedestrian Crossing,Active,,13.17262
2020,Pedestrian Crossing,Active,,15.484896
2021,Virtual Link,Active,,10.761352
2022,Pedestrian Crossing,Active,,12.977292
2023,Pedestrian Crossing,Active,,13.172011
2024,Pedestrian Crossing,Active,,8.572807
2025,Pedestrian Crossing,Active,,11.101504
2026,Pedestrian Crossing,Active,,11.172188
2027,Pedestrian Crossing,Active,,13.198785
2028,Pedestrian Crossing,Active,,22.570903
2029,Virtual Link,Active,,18.037192
2030,Pedestrian Crossing,Active,,13.140498
2031,Virtual Link,Active,,23.407121
2032,Virtual Link,Active,,15.059494
2033,Pedestrian Crossing,Active,,14.721973
2034,Virtual Link,Active,,8.147276
2035,Pedestrian Crossing,Active,,10.732874
2036,Pedestrian Crossing,Active,,28.275045
2037,Pedestrian Crossing,Active,,11.399589
2038,Pedestrian Crossing,Active,,18.065194
2039,Pedestrian Crossing,Active,,11.600339
2040,Pedestrian Crossing,Active,,13.788346
2041,Virtual Link,Active,,8.952575
2042,Pedestrian Crossing,Active,,11.396195
2043,Pedestrian Crossing,Active,,11.600206
2044,Virtual Link,Active,,16.743766
2045,Virtual Link,Active,,14.274724
2046,Virtual Link,Active,,11.073438
2047,Pedestrian Crossing,Active,,24.301273
2048,Virtual Link,Active,,10.133459
2049,Virtual Link,Active,,14.877511
2050,Pedestrian Crossing,Active,,12.960406
2051,Pedestrian Crossing,Active,,13.070233
2052,Virtual Link,Active,,6.624252
2053,Virtual Link,Active,,13.681235
2054,Pedestrian Crossing,Active,,18.490285
2055,Virtual Link,Active,,9.529167
2056,Virtual Link,Active,,19.277309
2057,Pedestrian Crossing,Active,,12.658475
2058,Pedestrian Crossing,Active,,14.121747
2059,Virtual Link,Active,,18.869805
2060,Pedestrian Crossing,Active,,12.828368
2061,Pedestrian Crossing,Active,,16.987635
2062,Pedestrian Crossing,Active,,12.512592
2063,Pedestrian Crossing,Active,,12.393806
2064,Virtual Link,Active,,9.71222
2065,Virtual Link,Active,,7.232768
2066,Pedestrian Crossing,Active,,8.296584
2067,Pedestrian Crossing,Active,,10.851726
2068,Pedestrian Crossing,Active,,10.012077
2069,Pedestrian Crossing,Active,,11.338779
2070,Pedestrian Crossing,Active,,25.504279
2071,Pedestrian Crossing,Active,,17.936749
2072,Pedestrian Crossing,Active,,12.290528
2073,Pedestrian Crossing,Active,,11.589539
2074,Campus Walkway,Active,,53.64541
2075,Campus Walkway,Active,,52.446879
2076,Campus Walkway,Active,,52.710284
2077,Campus Walkway,Active,,11.890159
2078,Campus Walkway,Active,,1234.484934
2079,Campus Walkway,Active,,14.810675
2080,Campus Walkway,Active,,142.930539
2081,Campus Walkway,Active,,152.339381
2082,Campus Walkway,Active,,146.330255
2083,Campus Walkway,Active,,59.682385
2084,Campus Walkway,Active,,51.353622
2085,Campus Walkway,Active,,35.282524
2086,Campus Walkway,Active,,100.499222
2087,Virtual Link,Active,,12.027486
2088,Campus Walkway,Active,,16.533905
2089,Campus Walkway,Active,,91.988719
2090,Virtual Link,Active,,10.052836
2091,Campus Walkway,Active,,29.054764
2092,Campus Walkway,Active,,231.536131
2093,Virtual Link,Active,,10.556896
2094,Campus Walkway,Active,,59.677639
2095,Campus Walkway,Active,,8.893061
2096,Campus Walkway,Active,,58.78411
2097,Campus Walkway,Active,,10.152578
2098,Campus Walkway,Active,,140.707361
2099,Campus Walkway,Active,,45.48531
2100,Campus Walkway,Active,,8.571932
2101,Campus Walkway,Active,,65.32466
2102,Campus Walkway,Active,,101.95366
2103,Campus Walkway,Active,,75.643599
2104,Campus Walkway,Active,,47.424359
2105,Campus Walkway,Active,,18.030796
2106,Campus Walkway,Active,,66.96954
2107,Campus Walkway,Active,,88.485226
2108,Campus Walkway,Active,,12.114394
2109,Campus Walkway,Active,,27.387306
2110,Virtual Link,Active,,14.896442
2111,Campus Walkway,Active,,138.650484
2112,Virtual Link,Active,,15.235028
2113,Campus Walkway,Active,,188.910126
2114,Campus Walkway,Active,,110.161001
2115,Campus Walkway,Active,,74.364274
2116,Virtual Link,Active,,12.454703
2117,Virtual Link,Active,,9.82173
2118,Campus Walkway,Active,,125.606138
2119,Campus Walkway,Active,,307.85462
2120,Campus Walkway,Active,,78.939541
2121,Virtual Link,Active,,14.659825
2122,Campus Walkway,Active,,182.126858
2123,Campus Walkway,Active,,143.78528
2124,Campus Walkway,Active,,39.343419
2125,Campus Walkway,Active,,33.923713
2126,Campus Walkway,Active,,74.819708
2127,Campus Walkway,Active,,19.615693
2128,Campus Walkway,Active,,170.987129
2129,Campus Walkway,Active,,37.396925
2130,Campus Walkway,Active,,65.811613
2131,Virtual Link,Active,,20.236222
2132,Campus Walkway,Active,,28.459683
2133,Campus Walkway,Active,,35.51012
2134,Campus Walkway,Active,,176.146371
2135,Campus Walkway,Active,,519.240592
2136,Campus Walkway,Active,,53.204071
2137,Virtual Link,Active,,18.005181
2138,Campus Walkway,Active,,195.82204
2139,Virtual Link,Active,,11.682301
2140,Campus Walkway,Active,,42.636996
2141,Pedestrian Crossing,Active,,12.729647
2142,Pedestrian Crossing,Active,,11.994866
2143,Virtual Link,Active,,15.308151
2144,Pedestrian Crossing,Active,,29.699155
2145,Pedestrian Crossing,Active,,14.807604
2146,Virtual Link,Active,,10.847909
2147,Pedestrian Crossing,Active,,14.227792
2148,Pedestrian Crossing,Active,,12.926506
2149,Virtual Link,Active,,11.62994
2150,Pedestrian Crossing,Active,,30.286863
2151,Pedestrian Crossing,Active,,27.25046
2152,Pedestrian Crossing,Active,,10.04282
2153,Pedestrian Crossing,Active,,17.270343
2154,Pedestrian Crossing,Active,,8.844429
2155,Pedestrian Crossing,Active,,16.053248
2156,Pedestrian Crossing,Active,,5.41892
2157,Pedestrian Crossing,Active,,12.426228
2158,Virtual Link,Active,,13.466972
2159,Virtual Link,Active,,10.759908
2160,Pedestrian Crossing,Active,,12.68838
2161,Virtual Link,Active,,12.131714
2162,Pedestrian Crossing,Active,,10.412615
2163,Pedestrian Crossing,Active,,9.375602
2164,Pedestrian Crossing,Active,,8.437158
2165,Pedestrian Crossing,Active,,11.294602
2166,Pedestrian Crossing,Active,,14.902827
2167,Pedestrian Crossing,Active,,12.758701
2168,Pedestrian Crossing,Active,,13.111269
2169,Pedestrian Crossing,Active,,11.203742
2170,Pedestrian Crossing,Active,,11.416761
2171,Pedestrian Crossing,Active,,12.592006
2172,Virtual Link,Active,,13.910753
2173,Pedestrian Crossing,Active,,9.93197
2174,Virtual Link,Active,,12.404424
2175,Pedestrian Crossing,Active,,16.205038
2176,Virtual Link,Active,,13.212817
2177,Virtual Link,Active,,10.968737
2178,Pedestrian Crossing,Active,,33.663354
2179,Pedestrian Crossing,Active,,31.775498
2180,Virtual Link,Active,,29.080553
2181,Pedestrian Crossing,Active,,13.795835
2182,Virtual Link,Active,,15.357551
2183,Pedestrian Crossing,Active,,17.23388
2184,Pedestrian Crossing,Active,,9.433115
2185,Virtual Link,Active,,9.699371
2186,Virtual Link,Active,,40.41252
2187,Pedestrian Crossing,Active,,12.784149
2188,Pedestrian Crossing,Active,,10.653485
2189,Pedestrian Crossing,Active,,9.949906
2190,Virtual Link,Active,,16.973197
2191,Pedestrian Crossing,Active,,14.147817
2192,Virtual Link,Active,,18.852749
2193,Pedestrian Crossing,Active,,12.008009
2194,Pedestrian Crossing,Active,,25.727311
2195,Virtual Link,Active,,11.625846
2196,Pedestrian Crossing,Active,,12.910921
2197,Pedestrian Crossing,Active,,14.951815
2198,Pedestrian Crossing,Active,,18.767757
2199,Virtual Link,Active,,17.561398
2200,Virtual Link,Active,,19.731533
2201,Pedestrian Crossing,Active,,14.835837
2202,Virtual Link,Active,,10.829984
2203,Virtual Link,Active,,23.458568
2204,Virtual Link,Active,,14.900464
2205,Virtual Link,Active,,17.012986
2206,Virtual Link,Active,,17.640554
2207,Pedestrian Crossing,Active,,10.511954
2208,Pedestrian Crossing,Active,,18.454142
2209,Virtual Link,Active,,15.664893
2210,Pedestrian Crossing,Active,,16.458128
2211,Pedestrian Crossing,Active,,15.050157
2212,Campus Walkway,Active,,45.239659
2213,Campus Walkway,Active,,58.223813
2214,Campus Walkway,Active,,212.423
2215,Campus Walkway,Active,,40.77208
2216,Campus Walkway,Active,,37.459135
2217,Campus Walkway,Active,,112.629269
2218,Campus Walkway,Active,,126.751608
2219,Campus Walkway,Active,,92.435406
2220,Campus Walkway,Active,,59.216621
2221,Campus Walkway,Active,,15.96572
2222,Campus Walkway,Active,,124.07261
2223,Campus Walkway,Active,,208.028584
2224,Campus Walkway,Active,,104.733751
2225,Campus Walkway,Active,,90.497448
2226,Campus Walkway,Active,,72.775659
2227,Campus Walkway,Active,,173.900093
2228,Campus Walkway,Active,,113.667042
2229,Campus Walkway,Active,,96.940489
2230,Campus Walkway,Active,,24.860491
2231,Campus Walkway,Active,,107.965665
2232,Campus Walkway,Active,,201.489745
2233,Campus Walkway,Active,,157.573434
2234,Campus Walkway,Active,,48.124473
2235,Campus Walkway,Active,,136.144642
2236,Campus Walkway,Active,,40.663032
2237,Campus Walkway,Active,,162.316409
2238,Campus Walkway,Active,,95.726953
2239,Campus Walkway,Active,,70.677956
2240,Virtual Link,Active,,10.752665
2241,Campus Walkway,Active,,61.097131
2242,Campus Walkway,Active,,77.214414
2243,Campus Walkway,Active,,339.37625
2244,Virtual Link,Active,,82.179994
2245,Campus Walkway,Active,,53.285416
2246,Campus Walkway,Active,,28.406105
2247,Campus Walkway,Active,,35.035969
2248,Virtual Link,Active,,18.103044
2249,Campus Walkway,Active,,12.996455
2250,Virtual Link,Active,,11.676853
2251,Campus Walkway,Active,,287.683585
2252,Campus Walkway,Active,,51.361873
2253,Campus Walkway,Active,,77.869645
2254,Virtual Link,Active,,23.324774
2255,Campus Walkway,Active,,106.966439
2256,Virtual Link,Active,,9.539751
2257,Campus Walkway,Active,,381.313856
2258,Campus Walkway,Active,,112.19386
2259,Campus Walkway,Active,,136.781024
2260,Virtual Link,Active,,11.333562
2261,Campus Walkway,Active,,915.937177
2262,Campus Walkway,Active,,61.369309
2263,Campus Walkway,Active,,173.991343
2264,Pedestrian Crossing,Active,,47.336046
2265,Campus Walkway,Active,,63.520228
2266,Campus Walkway,Active,,26.525362
2267,Virtual Link,Active,,15.625312
2268,Campus Walkway,Active,,58.594193
2269,Campus Walkway,Active,,53.964748
2270,Virtual Link,Active,,14.576757
2271,Virtual Link,Active,,13.909989
2272,Virtual Link,Active,,65.795084
2273,Campus Walkway,Active,,43.234104
2274,Campus Walkway,Active,,224.571612
2275,Campus Walkway,Active,,66.668484
2276,Campus Walkway,Active,,43.666579
2277,Campus Walkway,Active,,57.881655
2278,Campus Walkway,Active,,96.170117
2279,Campus Walkway,Active,,36.935014
2280,Campus Walkway,Active,,25.45572
2281,Campus Walkway,Active,,107.46138
2282,Campus Walkway,Active,,68.583633
2283,Pedestrian Crossing,Active,,26.464017
2284,Campus Walkway,Active,,101.79793
2285,Virtual Link,Active,,13.055731
2286,Campus Walkway,Active,,7.762729
2287,Campus Walkway,Active,,24.026077
2288,Campus Walkway,Active,,42.150493
2289,Campus Walkway,Active,,60.424003
2290,Campus Walkway,Active,,201.557424
2291,Campus Walkway,Active,,445.505416
2292,Pedestrian Crossing,Active,,9.761477
2293,Virtual Link,Active,,12.153471
2294,Campus Walkway,Active,,13.759808
2295,Campus Walkway,Active,,268.278076
2296,Campus Walkway,Active,,84.568907
2297,Campus Walkway,Active,,57.670122
2298,Campus Walkway,Active,,3.549758
2299,Campus Walkway,Active,,178.174638
2300,Virtual Link,Active,,15.507758
2301,Virtual Link,Active,,10.245749
2302,Campus Walkway,Active,,7.647657
2303,Campus Walkway,Active,,183.297056
2304,Campus Walkway,Active,,270.56608
2305,Campus Walkway,Active,,6.534251
2306,Virtual Link,Active,,26.993409
2307,Campus Walkway,Active,,17.753397
2308,Campus Walkway,Active,,9.911478
2309,Campus Walkway,Active,,42.780564
2310,Campus Walkway,Active,,13.38609
2311,Virtual Link,Active,,9.353119
2312,Campus Walkway,Active,,58.441114
2313,Virtual Link,Active,,14.805501
2314,Campus Walkway,Active,,184.315029
2315,Campus Walkway,Active,,67.622529
2316,Campus Walkway,Active,,221.819731
2317,Campus Walkway,Active,,181.361523
2318,Campus Walkway,Active,,56.756528
2319,Campus Walkway,Active,,16.142915
2320,Campus Walkway,Active,,173.667936
2321,Campus Walkway,Active,,10.736947
2322,Campus Walkway,Active,,72.895295
2323,Campus Walkway,Active,,82.269775
2324,Campus Walkway,Active,,48.009596
2325,Campus Walkway,Active,,87.737011
2326,Campus Walkway,Active,,516.765311
2327,Campus Walkway,Active,,62.24433
2328,Campus Walkway,Active,,34.076076
2329,Pedestrian Crossing,Active,,13.753899
2330,Campus Walkway,Active,,98.404515
2331,Campus Walkway,Active,,136.648972
2332,Campus Walkway,Active,,59.143638
2333,Virtual Link,Active,,51.554932
2334,Virtual Link,Active,,13.713481
2335,Campus Walkway,Active,,100.005076
2336,Campus Walkway,Active,,177.002104
2337,Campus Walkway,Active,,9.257674
2338,Virtual Link,Active,,21.923127
2339,Virtual Link,Active,,32.207923
2340,Virtual Link,Active,,10.530087
2341,Pedestrian Crossing,Active,,21.124848
2342,Pedestrian Crossing,Active,,33.719236
2343,Virtual Link,Active,,11.453281
2344,Pedestrian Crossing,Active,,24.330186
2345,Virtual Link,Active,,24.446225
2346,Virtual Link,Active,,16.212779
2347,Pedestrian Crossing,Active,,24.63619
2348,Virtual Link,Active,,13.541753
2349,Virtual Link,Active,,12.951913
2350,Pedestrian Crossing,Active,,27.686906
2351,Virtual Link,Active,,15.080817
2352,Virtual Link,Active,,11.090735
2353,Virtual Link,Active,,14.537044
2354,Virtual Link,Active,,12.530336
2355,Pedestrian Crossing,Active,,22.166741
2356,Pedestrian Crossing,Active,,25.985894
2357,Pedestrian Crossing,Active,,32.308501
2358,Virtual Link,Active,,17.124248
2359,Virtual Link,Active,,14.728307
2360,Pedestrian Crossing,Active,,23.417752
2361,Virtual Link,Active,,13.157495
2362,Pedestrian Crossing,Active,,17.651064
2363,Virtual Link,Active,,14.535928
2364,Pedestrian Crossing,Active,,14.56739
2365,Virtual Link,Active,,15.314995
2366,Virtual Link,Active,,11.527613
2367,Pedestrian Crossing,Active,,14.200148
2368,Virtual Link,Active,,6.636761
2369,Virtual Link,Active,,17.085393
2370,Virtual Link,Active,,17.539545
2371,Virtual Link,Active,,164.09615
2372,Virtual Link,Active,,9.581781
2373,Virtual Link,Active,,52.411965
2374,Virtual Link,Active,,23.051089
2375,Virtual Link,Active,,11.741744
2376,Pedestrian Crossing,Active,,31.103394
2377,Pedestrian Crossing,Active,,15.349838
